# Codes used by lab Bioanalytica
#
# Format:
# <Code>;<Group Key>[;<Name>]
#
# Empty and comment (#) lines are ignored
# White space only matters for indentation of the Name.

rcli3;A2;  Aspergillus spp.
rcli4;A2;  Cladosporium herbarum
rcli5;A2;  Alternaria tenuis
rcli6;A2;  Penicillium notatum
rcli7;A2;  Pferdeepithelien
rcli8;A2;  Hundeepithelien
rcli9;A2;  Katzenepithelien
rcln1;A2;  Eigelb
rcln10;A2;  Haselnuss
rcln11;A2;  Erdnuss
rcln12;A2;  Walnuss
rcln13;A2;  Pfirsich
rcln14;A2;  Sellerie
rcln15;A2;  Tomate
rcln16;A2;  Kartoffel
rcln17;A2;  Apfel
rcln18;A2;  Karotte
rcln19;A2;  Kabeljau (Dorsch)
rcln2;A2;  Eiklar
rcln20;A2;  Krabbe
rcln3;A2;  Milch
rcln4;A2;  Kasein
rcln5;A2;  Sesam
rcln6;A2;  Weizenmehl
rcln7;A2;  Roggenmehl
rcln8;A2;  Soja
rcln9;A2;  Mandel
rcsi1;A2;  Hausstaubmilbe (D. pteron.)
rcsi10;A2;  Meerschweinchenepithelien
rcsi11;A2;  Hamsterepithelien
rcsi12;A2;  Roggenpollen
rcsi13;A2;  Lieschgras
rcsi14;A2;  Wegerichpollen
rcsi15;A2;  Glaskraut
rcsi16;A2;  Beifusspollen
rcsi17;A2;  Esche
rcsi18;A2;  Birkenpollen
rcsi19;A2;  Haselpollen
rcsi2;A2;  Hausstaubmilbe (D. farinae)
rcsi20;A2;  Latex
rcsi3;A2;  Aspergillus spp.
rcsi4;A2;  Cladosporium herbarum
rcsi5;A2;  Alternaria tenuis
rcsi6;A2;  Penicillium notatum
rcsi7;A2;  Pferdeepithelien
rcsi8;A2;  Hundeepithelien
rcsi9;A2;  Katzenepithelien
tauä;A2;  - Taube
tviä;A2;  - T. viridis
tvuä;A2;  - T. vulgari
i1g;AL;IgG  Bienengift (e)
i1g1;AL;IgG  Bienengift (e)
i2g;AL;IgG  Hornissengift (e)
i2g1;AL;IgG  Hornissengift (e)
i3g;AL;IgG  Wespengift (e)
i3g1;AL;IgG  Wespengift (e)
ltt;AL;Lymph.-transformationstest (e)
rc1;AL;Penicillin G c1
rc2;AL;Penicillin V c2
rc204;AL;IgE Gold c204 (e)
rc206;AL;ACTH
rc207e;AL;IgE Acet.salicylsäure c207 (e)
rc207g;AL;IgG Acetylsalicylsäure (e)
rc209e;AL;IgE Paracetamol c209 (e)
rc209g;AL;IgG Paracetamol (e)
rc231;AL;IgE Articain (e)
rc231g;AL;IgG Articain (e)
rc232;AL;IgE Lidocain (e)
rc232g;AL;IgG Lidocain (e)
rc272;AL;Weinsäure E334 (e)
rc299e;AL;IgE Heparin c299 (e)
rc299g;AL;IgG Heparin (e)
rc2g;AL;IgG Penicillin V c2 (e)
rc312;AL;IgE Lactose c312 (e)
rc332;AL;IgE Brom c332 (e)
rc470;AL;Lecithin E322 (e)
rc5;AL;Ampicillin c5 (e)
rc6;AL;Amoxycillin c6 (e)
rc602;AL;IgE Aluminium  c602 (e)
rc604;AL;Ammoniumpersulfat c 604 (e)
rc605;AL;Blei c605 (e)
rc616e;AL;IgE Jod c616 (e)
rc616g;AL;IgG Jod (e)
rc628;AL;IgE Nickel c628 (e)
rc633;AL;Epoxyharze c633 (e)
rc635;AL;Quecksilber c635 (e)
rc7;AL;Cefaclor c7 (e)
rc70;AL;Insulin (Schwein)
rc71;AL;Insulin (Rind)
rc717;AL;IgE Glutamat (E621-625, e)
rc73;AL;Insulin (human)
rc74;AL;Gelatine c 74 (e)
rcann;AL;IgE  Cannabis sativa (e)
rd1;AL;Dermatoph. pteron. d1
rd2;AL;Dermatoph. farinae d2
rd201;AL;Blomia tropicalis
rd3;AL;microceras
rd70;AL;Acarus siro d70 (e)
rd71;AL;Lepidoglyphus destructor d71 (e)
rd72;AL;Tyrophagus putrescentiae d72 (e)
rd73;AL;G. domesticus d73 (e)
rd74;AL;Euroglyphus maynei d74 (e)
re1;AL;Katzenschuppen e1
re2;AL;Hundeepithel e2 (e)
re201;AL;Kanarienvogelfedern e201 (e)
re202;AL;Rentierepithelien
re203;AL;Nerzepithelien
re204;AL;Rinderserumalbumin (BSA)
re205;AL;Pferdeserum
re206;AL;Kaninchenserum
re208;AL;Chinchilla  e208 (e)
re209;AL;Wuestenspringmaus
re210;AL;Fuchs
re211;AL;Kaninchenurinprotein
re212;AL;Schweine-Urinprotein e212 (e)
re213;AL;Papageienfedern e213 (e)
re214;AL;Finkenfedern e214 (e)
re215;AL;Taubenfedern  e215 (e)
re216;AL;Hirschepithelien
re217;AL;Frettchen
re218;AL;Hühner-Kot e218 (e)
re219;AL;Hühner-Serumprotein e219 (e)
re3;AL;Pferdeschuppen e3
re4;AL;Rinderepithelien e4
re5;AL;Hundeschuppen e5
re6;AL;Meerschweinchenepithel e6
re7;AL;Taubenkot e7 (e)
re70;AL;Gänsefedern e70 (e)
re71;AL;Maeuseepithel e71 (e)
re72;AL;Mäuseurinprotein e72 (e)
re73;AL;Rattenepithelien e73 (e)
re74;AL;Rattenurinprotein
re75;AL;Rattenserumprotein
re76;AL;Mäuseserumprotein e76 (e)
re77;AL;Wellensittichkot e77 (e)
re78;AL;Wellensittichfedern e78 (e)
re79;AL;Wellensittich-Protein e79 (e)
re80;AL;Ziegenepithelien e80 (e)
re81;AL;Schafepithelien e81 (e)
re82;AL;Kaninchenepithelien e82 (e)
re83;AL;Schweineepithelien e83 (e)
re84;AL;Hamsterepithelien e84 (e)
re85;AL;Hühnerfedern e85 (e)
re86;AL;Entenfedern e86 (e)
re87;AL;Ratte e87 (e)
re88;AL;Maus e88 (e)
re89;AL;Truthahnfedern
rex1;AL;Tierepithelien ex1
rex2;AL;e1,e5,e6,e87,e88
rex70;AL;Nagetiere ex70
rex71;AL;Geflügelfedern ex71 (e)
rex72;AL;Käfigvögel ex72 (e).
rex73;AL;Federnmischung ex73 (e)
rf1;AL;Eiklar f1
rf10;AL;Sesamschrot f10
rf11;AL;Buchweizenmehl f11
rf12;AL;Erbse f12 (e)
rf13;AL;Erdnuß f13
rf14;AL;Sojabohne f14
rf15;AL;Weiße Bohne (e)
rf17;AL;Haselnuss f17
rf18;AL;Paranuß f18 (e)
rf2;AL;Milcheiweiss f2
rf20;AL;Mandel f20 (e)
rf201;AL;Pekan-Nuß
rf202;AL;Cashew-Nuß f202 (e)
rf203;AL;Pistazie f203 (e)
rf204;AL;Forelle f204 (e)
rf205;AL;Hering
rf206;AL;Makrele
rf207;AL;Venusmuschel f207 (e)
rf208;AL;Zitrone f208 (e)
rf209;AL;Grapefruit f209 (e)
rf210;AL;Ananas f210 (e)
rf211;AL;Brombeere
rf212;AL;Champignon f212 (e)
rf213;AL;Kaninchenfleisch
rf214;AL;Spinat f 214 (e)
rf215;AL;Kopfsalat f215 (e)
rf216;AL;Kohl f216 (e)
rf217;AL;Rosenkohl
rf218;AL;Paprika f218
rf219;AL;Fenchelsamen
rf220;AL;Zimt f220 (e)
rf221;AL;Kaffee f221 (e)
rf222;AL;Tee f222 (e)
rf223;AL;Hirsesamen
rf224;AL;Mohnsamen
rf225;AL;Kürbis f225 (e)
rf226;AL;Kuerbissamen
rf227;AL;Zuckerruebensamen
rf228;AL;Milchpulver
rf23;AL;Krabbe f23 (e)
rf231;AL;Milch,gekocht f231 (e)
rf232;AL;Ovalbumin
rf233;AL;Ovomucoid
rf234;AL;Vanille f234 (e)
rf235;AL;Linsen  f235 (e)
rf236;AL;Molke f236 (e)
rf237;AL;Aprikose f237 (e)
rf238;AL;Seezunge f238 (e)
rf24;AL;Garnele f24 (e)
rf242;AL;Kirsche f242 (e)
rf243;AL;f26,f27,f83
rf244;AL;Gurke
rf245;AL;Eimischung f1, f75 (e)
rf246;AL;Guar
rf247;AL;Honig f247 (e)
rf25;AL;Tomate f25
rf251;AL;Fischmischung f251 (e)
rf253;AL;Pinienkerne f253 (e)
rf254;AL;Scholle f254 (e)
rf255;AL;Pflaume f255 (e)
rf256;AL;Walnuss f256 (e)
rf258;AL;IgE Tintenfisch f 258 (e)
rf259;AL;Weintraube f259 (e)
rf26;AL;Schweinefleisch f26 (e)
rf260;AL;Broccoli
rf261;AL;Spargel f 261 (e)
rf262;AL;Aubergine (e)
rf263;AL;Pfeffer grün f263 (e)
rf264;AL;Aal
rf265;AL;Kuemmel
rf266;AL;Muskatbluete
rf267;AL;Kardamon
rf268;AL;Gewuerznelke f268 (e)
rf269;AL;Basilikum f269 (e)
rf27;AL;Rindfleisch f27
rf270;AL;Ingwer f270 (e)
rf271;AL;Anis f271 (e)
rf272;AL;Estragon
rf273;AL;Thymian
rf274;AL;Majoran
rf275;AL;Liebstoeckel f275 (e)
rf276;AL;Fenchel, frisch
rf277;AL;Dill f277 (e)
rf278;AL;Lorbeerblatt
rf279;AL;Chillipfeffer f279 (e)
rf280;AL;IgE Pfeffer schwarz f280 (e)
rf281;AL;Curry f281 (e)
rf282;AL;Muskatnuss f282
rf283;AL;Oregano f283 (e)
rf284;AL;Truthahnfleisch f284 (e)
rf285;AL;Elchfleisch
rf286;AL;Stutenmilch
rf287;AL;Rote Bohnen
rf288;AL;Milchpulver
rf289;AL;Dattel f289 (e)
rf290;AL;Auster f290 (e)
rf291;AL;Blumenkohl f291 (e)
rf292;AL;Guave
rf293;AL;Papaya
rf294;AL;IgE Passionsfrucht f294 (e)
rf295;AL;Sternfrucht
rf296;AL;Johannisbrot
rf297;AL;Gummi arabicum f297 (e)
rf298;AL;Dragant f298 (e)
rf299;AL;Esskastanie f299 (e)
rf3;AL;Fisch (Dorsch) f3
rf300;AL;Ziegenmilch f300 (e)
rf301;AL;Kakifrucht
rf302;AL;Mandarine f302 (e)
rf303;AL;Heilbutt f303 (e)
rf304;AL;Languste f304 (e)
rf306;AL;Limone
rf307;AL;Seehecht f307 (e)
rf308;AL;Sardine f308 (e)
rf309;AL;Kichererbse f309 (e)
rf31;AL;Karotte f31
rf310;AL;Lathyrus sativus
rf315;AL;Grüne Bohne f315 (e)
rf317;AL;Koriander f317 (e)
rf324;AL;Hopfen f324 (e)
rf325;AL;Schafsmilch f325 (e)
rf328;AL;Feige f328 (e)
rf329;AL;Wassermelone f329 (e)
rf33;AL;Orange f33 (e)
rf331;AL;Safran f331 (e)
rf335;AL;Lupinensamen f335 (e)
rf343;AL;Himbeere f343 (e)
rf348;AL;Lychee f348 (e)
rf35;AL;Kartoffel f35 (e)
rf36;AL;Kokosnuss f36 (e)
rf37;AL;Miesmuschel f37 (e)
rf4;AL;Weizenmehl f4
rf40;AL;Thunfisch f40 (e)
rf41;AL;Lachs f41 (e)
rf416;AL;Omega-5-Gliadin f416 (e)
rf44;AL;Erdbeere f44
rf45;AL;Hefe (S. cerevisiae) f45 (e)
rf47;AL;Knoblauch f47 (e)
rf48;AL;Zwiebel f48 (e)
rf49;AL;Grüner Apfel f49 (e)
rf5;AL;Roggenmehl f5
rf50;AL;Span. Makrele
rf501;AL;Dinkel f501 (e)
rf51;AL;Bambussprosse
rf52;AL;Schokolade f52 (e)
rf54;AL;Suesskartoffel
rf55;AL;Rispenhirse f55 (e)
rf56;AL;Kolbenhirse f56 (e)
rf57;AL;Japanische Hirse f57 (e)
rf58;AL;Tintenfisch (Pazifik) f58 (e)
rf59;AL;Oktopus f59 (e)
rf6;AL;Gerstenmehl f6
rf60;AL;Bastardmakrele
rf61;AL;Sardine (Pazifik)
rf7;AL;Hafermehl f7
rf75;AL;Eigelb f75 (e)
rf76;AL;a-Lactalbumin f76
rf76g;AL;IgG a-Lactalbumin (e)
rf77;AL;b-Lactoglobulin f77
rf77g;AL;IgG Lactoglobulin (e)
rf78;AL;Casein f78
rf78g;AL;IgG Casein (e)
rf79;AL;Gluten f79
rf8;AL;Maismehl f8
rf80;AL;Hummer f80 (e)
rf81;AL;Hartkäse r81 (e)
rf82;AL;Schimmelkaese f82 (e)
rf83;AL;Hühnerfleisch f83 (e)
rf84;AL;Kiwi f84 (e)
rf85;AL;Sellerie f85
rf86;AL;Petersilie f86 (e)
rf87;AL;Melone f87 (e)
rf88;AL;Hammelfleisch f88 (e)
rf89;AL;IgE Senf f89 (e)
rf9;AL;Reis f9 (e)
rf90;AL;Malz f90 (e)
rf91;AL;Mango f91 (e)
rf92;AL;Banane f92 (e)
rf93;AL;Kakao f93 (e)
rf94;AL;Birne f94 (e)
rf95;AL;Pfirsich f95 (e)
rf96;AL;Avocado f96 (e)
rf999;AL;IgE Rhabarber (e)
rfx1;AL;Nussmischung fx1
rfx10;AL;f26,f27,f75,f83,f284
rfx11;AL;f8,f12,f15,f31,f260
rfx12;AL;f5,f9,f35,f212,f225
rfx13;AL;Gemüsemischung fx13 (e)
rfx14;AL;Gemüsemischung fx14 (e)
rfx15;AL;f33,f49,f92,f95
rfx16;AL;f44,f94,f208,f210
rfx17;AL;Obstmischung fx17 (e)
rfx18;AL;f12,f13,f14
rfx19;AL;Nahrungsmittel fx19 (e)
rfx2;AL;Meeresfrüchte fx2
rfx20;AL;Nahrungsmittelmischung fx20 (e)
rfx21;AL;Obstmischung 5 fx21 (e)
rfx22;AL;Nussmischung fx22 (e)
rfx23;AL;Fleischmischung fx23
rfx29;AL;Zitrusfrüchte fx29 (e)
rfx3;AL;Getreide fx3
rfx5;AL;Kindernahrung fx5
rfx7;AL;Nahrungsmittelmischung fx7
rfx70;AL;Gewürzmischung fx70 (e)
rfx71;AL;f265,f266,f267,f268
rfx72;AL;Gewürzmischung fx72 (e)
rfx74;AL;Fischmischung fx74 (e)
rfx8;AL;Nahrungsmittel 2 fx8 (e)
rfx9;AL;Nahrungsmittel 3 fx9 (e)
rg1;AL;Ruchgras g1
rg10;AL;Sorgho
rg11;AL;Trespe
rg12;AL;Roggen g12
rg13;AL;Wolliges Honiggras g13
rg14;AL;Hafer
rg15;AL;Weizen g15 (e)
rg16;AL;Wiesenfuchsschwanz
rg17;AL;Bahiagras
rg2;AL;Hundszahngras g2 (e)
rg201;AL;Gerste
rg202;AL;Mais g202 (e)
rg203;AL;Distichlis spicata
rg204;AL;Glatthafer
rg213;AL;rPhl p1/p5  g213 (e)
rg2131;AL;rPhl p1     g213 (e)
rg2135;AL;rPhl p5     g213 (e)
rg214;AL;rPhl p12    g214 (e)
rg2147;AL;rPhl p7     g214 (e)
rg214b;AL;rPhl p7/p12 g214(e)
rg3;AL;Knaeuelgras g3
rg4;AL;Wiesenschwingel g4
rg5;AL;Lolch (Weidelgras) g5
rg6;AL;Lieschgras g6
rg7;AL;Schilf (Reet) g7
rg70;AL;Haargerste
rg71;AL;Canary-Grass
rg8;AL;Wiesenrispengras g8
rg9;AL;Wei~es Strau~gras
rgx1;AL;Gräser früh gx1
rgx2;AL;g2,g5,g6,g8,g10,g17
rgx3;AL;g1,g5,g6,g12,g13
rgx4;AL;Gräser spät gx4
rh1;AL;Greer Labs. Inc.
rh2;AL;Hollister-Stier Labs
rh3;AL;Bencard
rh4;AL;Allergopharma
rhx2;AL;h2,d1,d2,i6
ri1;AL;IgE  Bienengift i1
ri2;AL;D. maculata i2 (e)
ri201;AL;Pferdebremse i201 (e)
ri202;AL;Ruesselkaefer
ri203;AL;Mehlmotte
ri204;AL;Rinderbremse i204 (e)
ri205;AL;IgE  Hummelgift i205 (e)
ri3;AL;IgE  Wespengift i3
ri4;AL;Papierwespe i4 (e)
ri5;AL;Gelbwespe i5 (e)
ri6;AL;Kuechenschabe
ri7;AL;IgE  Hummelgift i7 (e)
ri70;AL;Feuerameise i70 (e)
ri71;AL;Stechmücke i71 (e)
ri72;AL;Sudanfliege
ri73;AL;Rote Mueckenlarve i73 (e)
ri75;AL;Hornissengift, europ. i75 (e)
ri76;AL;Trogoderma angustum
ri8;AL;Motte
rk020;AL;Schafwolle bearbeitet k020 (e)
rk021;AL;Schafwolle unbearbeitet k021 (e)
rk035;AL;Fichte k035 (e)
rk036;AL;Kiefer k036 (e)
rk044;AL;Tanne k044 (e)
rk07;AL;Heustaub k07 (e)
rk201;AL;Papain
rk202;AL;Bromelin k202 (e)
rk203;AL;Phospholipase k203 (e)
rk204;AL;IgE Maxatase k204 (e)
rk205;AL;IgE Alkalase k205 (e)
rk206;AL;IgE Savinase k206 (e)
rk208;AL;Lysozym k208 (e)
rk209;AL;Hexahydrophthalsaeureanhydrid
rk210;AL;Malaiensaeureanhydrid k210 (e)
rk211;AL;M-tetrahydrophthalsäureanhydrid
rk212;AL;Abachi-Holzstaub k212 (e)
rk70;AL;Gruene Kaffeebohne
rk71;AL;Rizinusbohne
rk72;AL;Isphagula
rk73;AL;Wildseide k73 (e)
rk74;AL;Naturseide k74 (e)
rk75;AL;Isocyanat TDI k75
rk76;AL;Isocyanat MDI k76
rk77;AL;Isocyanat HDI k77
rk78;AL;Aethylenoxid k78 (e)
rk79;AL;Phthalsäureanhydrid rk79 (e)
rk80;AL;Formalin k80
rk81;AL;Ficus spp. k81
rk82;AL;Latex k82
rk83;AL;Baumwollsamen k83 (e)
rk84;AL;Sonnenblumensamen
rk85;AL;Chloramin T
rk86;AL;Trimelitsäure-Anhydrid k86 (e)
rk87;AL;a-Amylase k87
rkx04;AL;Weichhölzer kx04 (e)
rkx05;AL;Harthölzer  kx05 (e)
rl030;AL;Hanf l030 (e)
rl043e;AL;IgE Alcacyl l043 (e)
rl043g;AL;IgG Alcacyl (e)
rl079e;AL;IgE Coffein l079 (e)
rl079g;AL;IgG Koffein (e)
rl090e;AL;IgE Dextromethorphan l090 (e)
rl090g;AL;IgG Dextromethorphan (e)
rl295;AL;Carotinoide l295 (e)
rl457;AL;Betanin E162 (e)
rl461;AL;Zitronensäure E330 (e)
rl645;AL;IgE Thiopental (e)
rl645g;AL;IgG Thiopental (e)
rl805;AL;Xanthophylle E161 (e)
rl818;AL;IgE Acetazolamid (e)
rl818g;AL;IgG Acetazolamid (e)
rm1;AL;Penicillium notatum m1
rm14;AL;purpurascens
rm15;AL;Trichodema viride
rm16;AL;Curvalaria lunata
rm2;AL;Cladosporium herbarum m2
rm201;AL;Ustilago nuda
rm202;AL;acremonium
rm203;AL;Trichosporon pullans
rm204;AL;Ulocladium chartarum
rm205;AL;Trichophytum rubrum
rm207;AL;Aspergillus niger m207 (e)
rm211;AL;Tr.mentagr.interdig.m211 (e)
rm3;AL;Aspergillus fumigatus m3 (e)
rm3g;AL;IgG Aspergillus fumigatus
rm4;AL;Mucor racemosus
rm44;AL;Bäckerhefe m44 (e)
rm5;AL;Candida albicans
rm6;AL;Alternaria alternata m6
rm7;AL;Botrytis cinerea
rm70;AL;Pityrosporum orbiculare m70 (e)
rm8;AL;halodes
rm9;AL;Fusarium moniliforme m9 (e)
rmx1;AL;Schimmelpilze mx1
rmx2;AL;Schimmelpilzmischung mx2 (e)
ro1;AL;Baumwolle o1 (e)
ro201;AL;Tabakblätter o201 (e)
ro202;AL;Fischfutter, A.salina o202 (e)
ro203;AL;Fischfutter, Tetramin o203 (e)
ro207;AL;Fischfutter, Daphnia o207 (e)
ro211;AL;Mehlwurm o211 (e)
ro70;AL;Spermaflüssigkeit o70 (e)
rp1;AL;Ascaris
rp2;AL;Echinococcus
rp4;AL;Anisakis p4 (e)
rpax1;AL;Tierschuppen/ Federn pax1 (e)
rpax2;AL;Milben / Insekten pax2 (e)
rpax3;AL;Pollen/ Schimmelpilze pax3 (e)
rpax4;AL;f4,f14,k87,Reiskäfer
rpax5;AL;Chemikalien pax5 (e)
rpax6;AL;Desinfektionsmittel pax6 (e)
rrx1;AL;Inhalationsscreen saisonal
rrx2;AL;Inhalationsscreen perenneal
rsx1;AL;Allergie-Screen (Inhalation)
rt1;AL;Ahorn t1
rt10;AL;Walnuss t10
rt11;AL;Platane
rt12;AL;Salweide t12
rt14;AL;Pappel t14
rt15;AL;Esche t15 (e)
rt16;AL;Weymouthkiefer rt16 (e)
rt17;AL;Japan. Zeder
rt18;AL;Eukalyptus
rt19;AL;Mimose
rt2;AL;Grau-Erle t2
rt20;AL;Mesquite
rt201;AL;Fichte t201 (e)
rt203;AL;Rosskastanie t 203 (e)
rt205;AL;Holunder
rt206;AL;Esskastanie t206 (e)
rt207;AL;Douglasie
rt208;AL;Linde t208 (e)
rt209;AL;Hainbuche
rt21;AL;Melaleuca Baum
rt210;AL;Liguster
rt211;AL;Liquidambar styraciflua
rt212;AL;Zeder t212 (e)
rt2151;AL;rBet v1    Rt215 (e)
rt22;AL;Hickory - Baum
rt221;AL;rBet v2/4 t221 (e)
rt2212;AL;rBet v2    t221 (e)
rt2214;AL;rBet v4    t221 (e)
rt23;AL;Zypresse t23 (e)
rt3;AL;Birke t3
rt4;AL;Hasel t4
rt5;AL;Buche t5
rt6;AL;Sadebaum (Juni.sab.)
rt7;AL;Eiche t7
rt70;AL;Maulbeerbaum
rt72;AL;Palme
rt73;AL;Pinie t73 (e)
rt8;AL;Ulme t8
rt9;AL;Olive t9 (e)
rtx1;AL;Bäume früh (tx1)
rtx2;AL;Bäume spät (tx2)
rtx3;AL;t6,t7,t8,t14,t20
rtx4;AL;t7,t8,t11,t12,t14
rtx5;AL;Bäume früh tx5
rtx6;AL;Bäume spät tx6
rtx7;AL;t12,t16,t18,t19,t21
rtx8;AL;t1,t3,t4,t7,t11
rtx9;AL;t2,t3,t4,t7,t12
rw1;AL;Beifussblättrige Ambrosie w1
rw10;AL;Weisser Gänsefuss w10
rw11;AL;Salzkraut w11
rw12;AL;Goldrute w12 (e)
rw13;AL;Spitzklette
rw14;AL;Fuchsschwanz
rw15;AL;Melde
rw16;AL;Iva cillata
rw17;AL;Feuerbusch
rw18;AL;Sauerampfer
rw19;AL;Glaskraut, aufrechtes w19 (e)
rw2;AL;Ausdauernde Ambrosie w2 (e)
rw20;AL;Brennessel
rw203;AL;Rapspollen
rw204;AL;Sonnenblume w204
rw206;AL;Kamille
rw207;AL;Lupine  w207 (e)
rw208;AL;Lucopodium
rw21;AL;Glaskraut, P. jud. w21
rw210;AL;Zuckerruebe
rw22;AL;Chrysantheme w22 (e)
rw3;AL;Dreilappige Ambrosie w3 (e)
rw30;AL;Tulpe w30 (e)
rw4;AL;(falsche Ambrosie)
rw5;AL;Wermut
rw6;AL;Beifuss w6
rw7;AL;Margerite w7 (e)
rw8;AL;Löwenzahn w8 (e)
rw9;AL;Spitzwegerich w9
rwx1;AL;Kräuter wx1
rwx2;AL;w2,w6,w9,w10,w15
rwx209;AL;Ambrosien wx209 (e)
rwx3;AL;w6,w9,w10,w12,w20
rwx5;AL;w1,w6,w7,w8,w12
rwx6;AL;w9,w10,w11,w18
rwx7;AL;w7,w8,w9,w10,w12
ry276;AL;Johannisbeere y276 (e)
ry277;AL;Preiselbeere y277 (e)
rz11g;AL;IgG Taubenkot (e)
rz49g;AL;IgG Taubenfedern (e)
sperv;E2;Spermien nach Vasektomie
aglu;EJ;Alpha-Glucosidase (Seminalplasma)(e)
ausseh;EJ;Aussehen
baktsp;EJ;Bakterien
beweg;EJ;Progressiv bewegl. Spermien
beweg2;EJ;Progressiv bewegl. Spermien nach 2 h
ecsper;EJ;Erythrozyten
entnah;EJ;Ejakulation am
epispe;EJ;Epithelzellen
fruc;EJ;Fructose (Seminalplasma) (e)
immot;EJ;  Immotil
konzej;EJ;Spermien pro Ejakulat
konzml;EJ;Spermienkonzentration
kopf;EJ;  Kopf
lcsper;EJ;Leukozyten
makzei;EJ;Makroskop. Beurteilung nach
mikzei;EJ;Mikroskop. Beurteilung nach
mittel;EJ;  Mittelstück
motabn;EJ;Progressive-Motilitätsabnahme
norma1;EJ;Normale Formen
normal;EJ;Normale Formen
nprogb;EJ;  Nichtprogressiv
patho1;EJ;Pathologische Formen
pathol;EJ;Pathologische Formen
phsper;EJ;pH im Seminalplasma
progb;EJ;  Progressiv
schwan;EJ;  Flagelle
spbeur;EJ;Beurteilung
spmar;EJ;Anti-Sperma-AK MAR
spmar1;EJ;Anti-Sperma-AK MAR
taper;EJ;  Tapering-Formen
tote;EJ;Tote Spermien (Eosintest)
unbewe;EJ;Unbewegliche Spermien
viskos;EJ;Viskosität
volspe;EJ;Ejakulat-Volumen
zellen;EJ;Spermatogenesezellen
zisp;EJ;Zink (e)
a2ap;GE;alpha2-Antiplasmin (e)
acardg;GE;Anti-Cardiolipin IgG (e)
acardm;GE;Anti-Cardiolipin IgM (e)
acla;GE;Anti-Cardiolipin IgA (e)
acla1;GE;  Anti-Cardiolipin IgA
aclg;GE;Anti-Cardiolipin IgG (e)
aclg1;GE;  Anti-Cardiolipin IgG
aclm;GE;Anti-Cardiolipin IgM (e)
aclm1;GE;  Anti-Cardiolipin IgM
af8;GE;anti-Faktor VIII Ak (e)
apc1;GE;  APC 1
apc2;GE;  APC 2
apcr;GE;APC-Resistenz (e)
at3a;GE;Antithrombin III funkt.
at3a1;GE;Antithrombin III funkt. (e)
at3a2;GE;Antithrombin III funkt. (e)
b2gp1;GE;beta2-GP I Ak (e)
b2gp1a;GE;  beta2-GP I IgA
b2gp1g;GE;  beta2-GP I IgG
b2gp1m;GE;  beta2-GP I IgM
blutz;GE;Blutungszeit
ddim;GE;D-Dimer
